reviewText,Sentiment
"lots of prayers, a little to old for my grandchildren. they are 2 and 3.  so we will just keep till they get into school.",Negative
"i teach my children to pray to the lord as if they are speaking to their best friend, open, honest, and in modern language. this had too many 'thy's and thou's' for me and my family, but others may find it helpful in their walk with god.",Positive
"this book has many prayers that children should know.  with them on my kindle, i can easily teach them to our sunday school class that we have just started.  i also enjoyed reading the prayers that were new to me.",Positive
great beginning prayer book for children. excellent way to teach them the habit of prayer. it can be used by all denominations and christian faiths.,Positive
"written poetically. but the horror of the trenches, he does not come too close.he sees the war from the stage. the wanton destruction of civilian buildings, churches, public buildings is just another step on the road of history. from the destruction of the alexandrian library-up to the current coronation hiroshima. nothing has changed. it is just waiting for things to come.he could imagine the horror only partially. the book does not fall into the category of war propaganda. it's the surprise, the mourning over the extinction of cities that have grown over the centuries.",Negative
"the book is the authors account of a portion of france after germany's attempts at occupation during wwi.  the author is quite descriptive as he documents the scenes of death and destruction throughout his stay on the front lines.  i found the book of interest both politically and historically.  if one is seeking a glimpse of history through the eyes of someone that was present at the time, you should not be disappointed.  the book is somewhat short but a good read nevertheless.",Negative
i liked this book.  it gave an insight into the lives and activities of france during thr first world war as it pertained to the civilians and troops without the ususl tumult of actual warfare.-,Positive
"the title of this book is a phrase used by the british and americans during world wars 1 and 2 to indicate continental europe, where the fighting was taking place. this book was written during world war 1. the western front in the subtitle is the line where the westward-moving german army was being met by the armies of the countries they were invading. arnold bennett was a novelist who was director of propaganda for france at the ministry of information during the war. that's the background, on to the book...bennett tells of the time he spent moving from town to town in france and belgium along the front. he is always escorted by a military officer, and they often walk through trenches and have to take cover if an artillery shell explodes nearby. he frequently goes into detail about towns and buildings that have been damaged or destroyed by the germans. it's not a very personal book- he seldom writes about people he meets or relates conversations. occasionally he muses on the absurdity of what the germans are doing, and what it is costing in terms of people's lives and livelihoods. his cynicism shines through at those moments. the book will be best enjoyed by war buffs, but it's short, and an excellent description of a war zone, so i recommend it to people who don't normally read war books as well.",Positive
"this was very well-written, in a romantic style.  at times, the author romanticizes war, then vilifies it.  not that he is confused, i think that's how they related to things in that period.it still amazes me, and angers me, as a belgian, how germany managed to survive as a nation.  to call them brutes or barbarians and murderers is not enough.  what they perpetrated on europe in two world wars is beyond comprehension.  after viewing the wanton, unnecessary, almost childish destruction caused by the retreating germans, the author actually hopes that one german city will be levelled entirely, as punishment, retribution, and as a lesson to future germans that wars of expansion in europe are unwanted and will be avenged.  this did not happen.author tours the french and british trenches and rear areas, giving amazing insight into the french military psyche at the time.  that part, i enjoyed the most.  people who ridicule french military prowess have no idea of what they speak, and are, certainly, no students of history.",Positive
"a manual on desert island survival in its own right, this book besides having the old verne slow build to a climax that i love so much has a lot of interesting little asides that give a lot of information about attitudes and behaviour of the time, from the treatment of the the castaways towards each other, the land around them, and the animals.  worth reading.",Positive
"i remember going to the movie theatre when about 56/7 yrs old. with my cousin 4 years older.  we enjoyed it so much that we staye through a second showing--and got into huge trouble!  i saw the book's availability and realized that i'd never actually read the book.  it did not disappoint.  at our upcoming family reunion, i'd like to share that movie experience with my grandkids--but am sending them the book to enjoy first.",Positive
"this was an ok book, but slow at times, i actually put it down and read something else and then came back, the second part was better, when  other people came into the story",Positive
"classic. what else needs to be said. an adventure classic, you must remember when verne was writing the world was a very different place.",Positive
"i read the who thing on my phone.  enjoyed it a lot but, not as much as king salomon's mine which, is also free",Positive
keeps you interested.  recommend to any age. genuine masterpiece everyone should read.  very good for children.  makes a wonderful gift.,Positive
"this classic is a must read, especial for anyone who has read 20,000 leagues .. even if you simply watched walt disney's early film adaptation your sure to enjoy this story. there are a few place where it drags a bit and some of the language usage is dated, but that some how seems to add to it's charm.",Positive
simply outstanding even though i've read it before.  verne is an outstanding writer for a n y generation.  offer this to your children.,Positive
"i would highly recommend this classic to everyone from young teens to our most senior adults.  warning it is a long, involved tale that can't be read in one evening.  since every character is a man, it is a less than sentimental journey.  though they are definitely some tearful scenes.  one character is a former slave, but is treated as the others' equal though somewhat condescendedly.  i enjoyed looking back at a culture and customs that are long gone.  and no spoilers, but you may want to read another verne classic when done with this one...",Positive
adventure seekers and literature aficionados alike will be satisfied  with this rich story of a group of castaways who come  together in the name of survival on a remote island in the pacific.,Positive
"i could not take myself out of the book once i got started.  it had a great amount of mystery, some of which could be figured out  (especially if you are familiar with jules verne) however, there were a lot of twists and turns the kept me guessing.  he must have done a tremendous amount of research to be able to describe all the things he had these character had to do in order to survive.  like i said, very educational.",Positive
the author had a great story line. brought each character to life and had quite an interesting ending. didn't see the ending coming. will recommend book to friends and family.,Positive
who could not enjoy a jules verne story.  this was as entertaining as all the others and very interesting as the men stranded on the island came up with ways to survive being on the island.,Positive
"i enjoyed this book but had trouble following the story.i can recommend it,but i have enjoyed others more.it is a good book if you like this kind of story.",Positive
"i know it's by a classic author & i feel i should join the positive reviewers here, but i'm afraid i can't.the book starts well enough, with a daring prisoner-of-war camp escape, by balloon, followed be a harrowing flight through the storm & a forced landing on a pacific island. then the plot weakens....one of the book's biggest mysteries must be that, whilst huge numbers of indiginent pacific islanders evolve by scratching out a living fishing off a sand-bar of an island, this extemely large, visible (it has a huge mountain in the middle) island, remains undiscovered. a pity because this surely must be one of the most verdant, farming-friendly, mineral wealthy islands on earth. it is also extremely well-stocked with all manner of useful, & tasty beasts. our heroes, in a few short years, manage to become completely self-sufficient & are soon spoilt for choice as to where to abide & what to have for supper.i would estimate that a full eighty percent of the plot is dedicated to the ingenious, almost miraculous, development of the island's bounty. our five heroes are the most innovative of castaways; nothing is beyond them. during their time on the island they have the know-how & resources to produce bricks, pottery, ironware, gunpowder, nitro-glycerene, etc. etc., even introducing a telegraph system & no detail is spared in the descriptions of each operation. as a consequence the book reads like a cross between handyman's journal, construction weekly & farming monthly.the castaways are a deadly boring bunch. they quickly become firm friends; respectful, tolerant & pass their time in mutual hero-worship & devotion. they are such a 'hail-fellow & well met' group that there is a complete absence of any sort of jealousy, resentment, discontent or moaning; indeed a complete absence of any emotional excitement.there is a mystery involved but i didn't feel it worth the effort of wading through the massive amount of technical details to find out the end result.look here for blandness & do-it-yourself tips; look elsewhere for adventure.",Positive
one of the better fiction books i've read in a long time. jules verne is a master at subtly building suspense!,Positive
"it was quite a good read, got a little carried away but still interesting,  it did show what people could do when working together",Positive
"again, if you've already seen the movie, this book only serves to clear up a lot of things in the movie that didn't make sense.  i wish i had read the book first, then i wouldn't be so jaded.",Positive
great suspense story! kept me guessing till the end. no story like a classic by this author...great work. really enjoyed it.,Positive
"a good and interesting story well told.  actually, the book is a tour-de-force of survival techniques.  it is a proverbial field manual for survival on a semi-tropical island encapsulated within the framework of a novel, providing that one had the ability to recognize and identify all the plants and minerals found within its pages and had the ability to transform these into those uses identified by the author.",Positive
"after our children saw the latest movie based on jules verne's books, we decided to let them read the original.  the story moves a little slowly (normal for the time-frame and writing style), and there are some funny ideas about natural science, but the storyline is good adventure.",Positive
"i finally read this book last month and enjoyed every chapter. it shows how they managed to survive on the island by making tools and items in their cave. this book is by far one of the best ""stranded on an island"" books you could hope for. it is probably one of jules verne's best. the inhabitants of an island are banded together and when they get into a tight spot, there is a mysterious force that always helps out. this force is not revealed until nearly the end. i highly recommend it to everyone.",Positive
"read this book years ago and enjoyed it then, however, i enjoyed it even more reading it on my kindle. what has inspired me about this book is the people in the book on the island are very different, yet come together to work together and survive. yes, i know that there are lots of reviews on this book, however, what i want to say to you is that if you are looking for a book that will inspire you that you can survive anything, then read this book.and if read in a low time in your life, it will be meaningful to you to see the right answer. this is what i found that this book did for me, it helped me see what is important and what is not.",Positive
"i almost regret taking the time to read this book. it could have been condensed into 30 pages and would have been a nice afterward to 20,000 leagues under the sea.  as it is, it was not really worth reading as a standalone story.",Positive
"every child should read 20,000 leagues under the sea, a classic adventure.  following that with just a little prompting they should be intrigues to read this sequel of what happened to captain nemo and the nautilus.  there are a classic few books that in my viewpoint children should be exposed to tom sawyer (and its sequel huckleberry finn), last of the mohicans, animal farm,  the hobbit, tarzan, harry potter, a yankee in king arthurs court...this book is not as good as 20,000 leagues but if their interest has been peaked tehy may stll wade through this novel and reading these classics is by far a better activity for children than video games.",Positive
reading this story took me back to my youth. it reminded me of when the school library was my favorite  place in school. i was where my imagination soared to places i could only dream about.,Positive
not at all what i had expected. i was thinking it would be like the movie but was very pleasantly surprised.,Neutral
"i have an illustration to describe what a good job jules verne did: my husband, who is dislexic, does not prefer reading as pleasure at all. we read together (me reading aloud) all the time. however, with the mysterious island, i couldn't tear him away from it! he downloaded it onto his phone so that he could read in his spare time. it's a breakthrough, folks! excellent, exciting, educational read.",Positive
"as old as this story is, i had never read it. love kindle free classics for android. i love the writing style and language. very descriptive. a great author, a great sci-fi mind. very enjoyable read.",Positive
"this is a typical jules vern with all the advanced science beyond the times.a very good read, hard to put down sometimes.",Positive
"i very much enjoyed this jules verne book.  it kept my interest most of the time.  i did think that some of the descriptions of the castaways' creations were lengthy.  i also thought that a lot of what he wrote, he had never actually experienced any of these things, so was a bit naive.  but this book definitely makes one think what they would do in such circumstances.",Positive
"i came into the book expecting it to be great, and i was surprised that it exceeded even my own inflated expectations. i've read many of jules verne's works, and i can sat that i was thoroughly amused the whole time i was reading this book. i've come to the realization that very few writers today even come close to the marvelous works that were wrought by hands such as jules verne. would i recommend it? yes! if you enjoy a little bit of sci-fi, a lot of adventure, some laughs, and some good time well spent you'll love reading jules verne's &#34;the mysterious island&#34;.",Positive
captivating and engaging. truly a most pleasurable classic worthy of late night attention. i look forward to more books like this.,Positive
"you can't go wrong with jules verne. his scenes are so graphic, accurate and well-researched and it draws you into the story.",Negative
"one of the few verne books that are a disappointment, and have a poor and unbelievable plot that drags on.",Negative
"i could easily be talked into giving this four stars for its high adventure, intriguing mystery and appealing characters. you've got to love a book that grabs you right from the beginning:""are we rising again?"" ""no on the contrary."" ""are we descending?"" ""worse than that, captain! we are falling!"" ""for heavens sake heave out the ballast!"" ""there! the last sack is empty!"" ""does the balloon rise?"" ""no!"" ""i hear a noise like the dashing of waves! the sea is below the car. it cannot be more than 500 feet from us!"" ""overboard with every weight!...everything!""i must say, that listening to this (via the kindle's speech feature while i was driving) was better than having to read all those exclamation points, but i was hooked and enjoyed the vicarious adventure.jules verne's mysterious island embraces the ever-popular story line of men surviving--even thriving--on a deserted island, but instead of getting there by shipwreck, these men have escaped from a civil war richmond under siege in a hot air balloon and are blown thousands of miles off course in the grip of a raging storm. eventually, their balloon loses air and they fall into the sea and are washed up on an island. there they establish a settlement, and with remarkable know-how, tenacity, and courage, they make quite a nice life for themselves that lasts about four years, despite the challenges of tempest, wild animals, injuries, pirates, and, most intriguingly, a mysteriously benevolent but invisible presence that seems to defy the castaways' belief that they are alone on the island.this book was written in 1874, and must surely have been influenced by swiss family robinson which was written in 1812. the similarities are striking in the remarkably clever things the castaways envisioned, built or fabricated to ensure their comfort and safety...everything from their lodging and outbuildings to a small sailing ship. between them, they conveniently brought extensive knowledge of engineering, sailing, ship-building, astronomy, geography, botany, and chemistry.the book does bog down occasionally, and the 19th century language is somewhat stilted. every conversation seemed to include a ""my boy"" or ""my man""  or ""my friend"" (e.g., ""'no doubt, my boy,' answered the engineer...""). the characters were ennobled by the author to be unrealistic paradigms of 19th century virtue: industrious, courageous, practical, and compassionate.but these are quibbles in the face of the pleasure given by such a good story, and the way jules verne tied this book in with the story from 20,000 leagues under the sea was an interesting and unexpected twist. this book is a classic for a reason.",Positive
in true jules verne style - rich descriptions - real characters - adventures and action.  downloaded by mistake but thoroughly glad i did.,Positive
"this book captivated me. it's characters are interesting and their story amazing. you may find some of the descriptions a bit long, but they do add dimension to the characters. you should read this book if you like adventure, action and suspense. if you enjoyed 20,000 leagues under the sea, you`ll like this.",Positive
i always have loved jules verne because he was the creator of steampunk. this book is a true classic making it worthwhile my time!,Positive
"this tale had everything, something historical, lots of action, characters with a sense of cooperation, imagination, and a unique way of making do with what they found. plus i found the fate of captain nemo.",Positive
i have all my verne favorites downloaded to my kindle library so that i can always have them at the touch of a finger and easy to share with my daughter!  i recommend keeping your favorite classics in your digital library.,Positive
wonderful! jules verne gives plausible possibilties for escapes in a hot air balloon in the midst of a hurricane. the volcanic island that the later meeting with their mystery person is just perfect. i wish i had even a tiny bit of jules verne's talent for writing. i love his science and his explanations that are neither didactic nor boring. and the characters are wonderful as well! such a good read!,Positive
"i first read this book about 50 years ago, and i enjoyed it as much now as i did then. i couldn't have realized at that time, that i was  reading a precursor to macgyver, lost, lassie, and countless other books, movies and tv shows. jules verne was a genius, and his writing style was absolutely delightful. unfortunately a book worded thus today would realize only the sale of about ten copies. (i tried to imitate his style. it didn't work.)",Positive
"this book was inspired by the true story of alexander selkirk, who survived alone for almost five years on an uninhabited island off the coast of chile.it is a very interesting story with a lot of imagination by verne as it is written in the later 1800s. it starts in 1865, march, richmond, va. the capital of the confederacy is under siege by the union army under lt. gen. u. s. grant.five men, cyrus, pencroft, herbert, neb and gideon, and a dog named top are trapped in richmond and wish to escape from the town. the weather is bad, but there is a balloon tethered in the middle of town, and the storm seems to provide some cover as the confederates are less attentive with the storm. they get into the balloon with a dog and set off on an adventure. they are blown west by the storm, and end up over the ocean, with the balloon losing altitude, when they very fortunately to crash on a tropical island, which turns out to be volcanic and large enough to have a variety on the island.interesting that verne uses a balloon which is only coming into use, as the device to get his folks onto the deserted tropical island.the five men are a good collection of skills and personalities and work well together. captain cyrus is their knowledgeable and inspiring leader with an engineer's practical knowledge. pencroft, is a practical and hardworking sailor. gideon is kind of a ""everyman"" -- observant, strong and resourceful and loving. herbert a young, man learning and becoming a naturalist. it is a well done book where the whole crew works hard to make a life for themselves on the island using what is available. they do an excellent job using what is at hand, and make chemicals including nitroglycerine, using what is on the island.a well done and interesting adventure tale. hard to always appreciate that it was written in 1870, as it has aged well.  an enjoyable verne adventure novel, certainly one of his best.",Positive
"this book was the very first bookmobile book i bought when i was in the school book club. i loved the story then and i bet a dollar to a donut i will love it again. if my memory serves, i bought this book in 5th grade. that would have been about 1961. i am looking forward to reliving the memories.",Positive
i have been trying to go through the classic books off and on through out the years. i have found many of them so interesting and refreshing. this book was no different. it has great characters and a wonderful story line. i recommend it if you enjoy a bit of sci fi-ish books. :),Positive
a wonderful adventure described in great detail as only jules verne can do. readers of all ages will greatly enjoy this book.,Positive
am sorry ---- i accidentally deleted it from the kindle before i had time to check it out.  i apologize.,Negative
probably a good book to have around for all the sience it containswell writen story even tho it is fiction,Positive
a true classic.  not like the movie where they fight large dinosaur.  a good tail of survival and the will to get by.  a good read for any age.  the true adventure and a lesson in human nature.  good over evil and how to best understand the wishes of others.,Positive
"purchased this for my husband, who totally enjoyed it, could not put it down.  one of jules verne's best books.",Positive
"this was one of the most interesting books i have read. it keeps you in suspense throughout the entire book it is amazing how much these men accomplished while on the island i loved the book, and couldn't, put it down i would recommend this book to all adventure readers.",Positive
"this was my first tread into jules verne. i was rewarded with a good read. the only complaint was that there was a lot of detail put into all the different mechanisms they had to make. however, it was still interesting to learn such things from the way to build many things from raw resources to how to create makeshift items to help with survival.the story begins with 5 prisoners; an engineer, a sailor, a reporter, a servant, and a young man along with a very bright dog; traveling in a hot air balloon to escape imprisonment during the civil war. they are thrown onto an island that isn't listed on any maps and well out of the way for any ships in the pacific to go by. they even go on a short trip to a close but un-useful island to help a castaway. for four long years these escapees have to start from nothing to make themselves a civilized dwelling. they create everything from a house in granite rock and a garden and an animal farm to any mechanism they might need to create something to survive with. they spend their days working and building and creating all the necessities as well as some wants. they build two ships and at the last second when they fear death, they are saved. there are references to 20,000 leagues under the seas and captain nemo as well as historical things.the story is long but with all the details you learn not only to feel like you know the islanders but also enough to see their surroundings and feel their anxieties. there is adventure, camaraderie, pirates, survival, and many other things all wrapped up in this amazing classic.",Positive
this is one of the classic stories of jules verne and it is also one of my favorites.  five prisoners of war escape using a balloon.  caught in a massive storm they are carried thousands of miles and land on a remote island with no inhabitants.  they begin to build what life they can and they are very creative and ingenious. their adventures are what make this story so entertaining.  as the true nature of the island is discovered the group is faced with both threats from enemies and help from a mysterious benefactor.jules verne's writing and perceptions of the future and sci-fi were well ahead of his time.  this is an excellent story and i recommend it to you.,Positive
great read for jules verne  fans.  a little simplistic in the details but he had to get the characters a long way in a very impossible situation.  suspend your disbelief that much and he will lead you to the final scene that will have you slap your forehead for not seeing it coming.  lot of fun.,Negative
always a fantastic read.  good for all ages and tastes.  well worth the time spent enjoying the story.  better than the movies.,Positive
an ill fated escape by balloon ended up being a disaster depositing 5 men and a dog on a seemingly deserted island.  where they worked to start a colony of sorts and where they experienced many hardships and triumphs.  a classic story filled with well defined characters and interesting locale.  the one downfall was it was somewhat wordy and of course some of the explanations of the scientific kind were outdated.  but those small complaints does nothing to diminish the quality of the tale itself.,Positive
it is fun to see how the mysterious island plays a primary part of this wonderful book.  i love a good mystery & this one was great!  thank you,Positive
this was a great read. i am really glad i downloaded it. i didn't want to put it down. i would recommend reading the mysterious island.,Positive
"not what i expected. yet a very interesting book. i usually don&#8216;t read books from this era, just goes to show they can be of interest.",Positive
"i first read this book when i was 11, and i have read itevery 5 years since.a boys own tale, embroidering history, science, survival,science- fiction, bravery, comradeship into a silken mapi'm glad i grew up reading these stories before the dreadfulharry potter hogwash eyewash obliterated young peoplesminds and turned them into zombies.",Positive
mysterious island was my first read by this author.  it was a long read but very detail that made the island come alive.  lots of surprises.,Positive
it was too slow from the very beginning!to much information about a number of charcters at the very beginning which turned out to be quite boring!,Negative
"i gave it this rating because not only was it a good adventure tale, but the characterization was also very good. i enjoyed it and learned something about surviving on an island.",Positive
took a long time to read and get into story. overall a good but slow reading book. would recommend this book to anyone who has an interest in science. it has an interesting turn.,Positive
this is a classic book of the time. the actions of the characters may not be pc but this story gives a real view of attitudes particular to the era. if you are expecting a tale like the movies inspired by the book you will not find it.  this is a story about men surviving difficult circumstances. it is somewhat fantastical but real all the same. and it is very readable.,Positive
"unexpectedly, the story was predominantly complex discussions (pages & pages) on and about physics, engineering & chemistry. this really bogged the story down for me.  it was an interesting story line, but way too much detail.  including captain nemo in the story was an interesting twist.",Positive
jules verne has a knack for detail.  this book has a good plot and a mystery not solved until the end.  this keeps one reading even though it is a very tedious chore.  similar with many writers the object is to keep wandering around many irrelevant ideas to add &#34;texture&#34;.  i suspect most readers read a line or two each page in order to make some headway into the story.  one also has to accept absurd achievements similar to a james bond movie.  it's better to read this than some sex novel written by someone with a demented mind.  lynn in jacksonville or,Positive
"at 1st, i didn't realize who the author was.  this is a wonderful finish to &#34;20,000 leagues&#34;. kept my interest.",Positive
"jules verne is indeed an author you can rely on for fast flowing suspense, and i enjoy reading the classics written in the way that they were originally penned; it much more enjoyable for me. children of all ages would benefit from reading this book eminence.",Positive
"i never read this great book growing up.  now is the time to catch up on the classics and to think, &#34;it was free!&#34;",Positive
"this is a good sequel to jules verne 20,000 leagues under the sea. i like this book, although the movies don't do it justice.",Positive
"i  grew up considering jules verne and his contamparies as people with a scientific vision. but having read his work, including this one, i feel betrayed. these are racist people, believing in white man's superiority, which looks like a recurrent theme with bit of pseudoscience thrown in. do not waste time.",Positive
"it was okay, but not thrilling. just was not my cup of tea. not sure if it was the story, just could not get in to it..",Positive
"i had never read any of the old classics so i picked up this book after reading so many good reviews.  it did start a little slow, but at the same time intriguing with the mystery of where the bullet came from.  at times i could not put it down.  i enjoyed all of the characters, and found it very interesting how they created things we take for granted today.  it's hard to remember that people used to have to do everything for themselves, it sure has been a lost art in the western society! i found the writing wonderful and jules verne painted wonderful details which made the story itself such a pleasure to read!",Positive
"the is a story about man, life,working together for the betterment of all.the betterment of this group of man.the respect life,all things intended .",Neutral
"this is the best book i have ever read in my life.  i am 60 years old and read about 100 books a year.  this is a story about a group of men who really care about each other and risk their lives to help each other.  there is plenty of action and adventure to keep your interest, but the true story is this group of men.  i keep it on my kindle, and when i have nothing else to read, i open the book and re-read it.  i wish modern novels where of this quality.  i enjoy all of his books, but this is his best.  i recommend it to everyone, and it is free, how can it get any better.",Positive
i like jules vern stories and enjoyed reading this on my little kindle while away from home needing something to read while in a waiting mode.,Positive
"when i was growing up, i was not exposed to the literary world.  i purchased this kindle book and am so glad i did.it was, at times, repetitive (i wanted to say, 'ok, you told us that already - a few times&#34;.)  at times, it was idealistic and at other times it was realistic.  the detail of how they made the island their own is educational.i definitely got caught up in it.  i would recommend this book to middle school students & pre-teens with imagination.the language requires attention but is worth the effort.",Positive
"this is another of the old classics that amazon has released in ebook format.  i read this story first over fifty years ago while it was being held between the hardback bindings of a library book in conjunction with twenty thousand leagues under the sea and in search of the castaways.  after i discovered how exciting jules verne's writings truly were i started reading all of his books that i could find and i most certainty appreciated every one of them.  when i saw ""the mysterious island"" in ebook format on amazon i simply had to have a copy.  it is now my desire to acquire all the books that i have read and the books i now have in my personal hard-copy library, in the ebook format.  even though we have grown up reading hardback and paperback books, enjoying the smell of printer's ink and experiencing the feeling of a good binding and fine paper in our hands, we no longer are able to collect them in their original format due to lack of available shelf space.  i have discovered that being able to carry all of my books around in my kindle fire hd 8.9 is not a bad way to go after all.  hunting through book shelf after book shelf for a novel or digging through box after box of books which we had to place in storage because our books were completely taking over our home, looking for just the right book, has unfortunately become unrealistic. however i regress and this is a review about jules verne and his book ""the mysterious island""  read it, i believe you will love it.",Positive
"jules verne's guide to survival. i enjoyed the adventure. this is one classic you don't want to miss. not only is it fun to read, but you might learn something as well. the next time i read it, and i fully intend to read this book again, i'm going to keep my laptop at my elbow so i can find pictures of some of the animals and plants mentioned. i'd especially like to know if their ""horses"" are real or make-believe.",Positive
i couldn't put this book down until it was finished. i had never read this book but had read other works written by jules verne. i always wondered what happened to captain memo. now i know. great story. a keeper.,Positive
"i didn't care for this story, others may like it but it just not for me, i just couldn't keep reading. too much good stuff out there to keep going with this one.",Positive
a group of men escape by balloon a confederate prison and land on a deserted island where all their needs are met by a mysterious benefactor.,Neutral
another classic read that i performed on my samsung galaxy s iii - and one i recommend to others as i will probably read it again in the future.,Positive
love to read the old classics and i will be reading this one many more times later on like all of the other books,Positive
"this is a good book, and it keeps the reader in suspense, although it gets a little boring at times. 5 men get stranded on an island and they get into some adventures. pretty standard plot, however there is an orangutan named joop and a dog named top, which gives the novel some heart and soul in addition to diversity. i felt cheated quite a bit by the ending, however i still enjoyed it.",Positive
very enjoyable read. this is the first verne book i have read and now i want to read them all. how would you survive on an island? old world wisdom is shared within a chronology...,Positive
takes place in 1800's.five castaways . good mystery and well written. will keep you coming back to find out....who did that!,Positive
"5 stars. i think this is one of the best books written by jules verne. i saw the movie when i was young, it was more glamorous than the book. however the book endeared these men to each other through all their hardships. i would recommend this book to anyone who enjoys a good read.",Positive
the mysterious island is the 1st time i have read jules verne. of course i've known about him all my years alive since my teenage years and have to say i really did enjoy this book which i downloaded free from amazon for my kindle being one of the classics that it is. jules verne was a very remarkable intelligent thoughtful writer. i definitely will be reading more of his works.,Positive
"another adventure story that has everything needed to keep you reading action, intrigue, mystery, and likable characters. as always i was a happy reader with verne. i think most readers would like this",Positive
"i have read all jules verne's stories but all are worth re-reading. i believe most have been made into movies so for me it is worth refreshing the story especially this one as the movie never did it justice. the dated language is a little difficult but fun if, like me, you use the dictionary often to search out obscure words and phrases. for anyone who never read or saw this story/movie i strongly recommend it as good early science fiction.",Positive
"i love jules verne. a man ahead of his time. this story is comparable to 20.000 leagues under the sea. even if you ignore that fact that he  was way ahead of the time, his stories are always fun and a pleasure to read",Positive
"the more i find of his works, the more i understand why he is (hopefully still) held in such high esteem in the science fiction reading community.",Positive
this book kept my attention from the very first page until the ending. i could see myselfin the position of the escapees and how they managed to survive with the help of themysterious person. the ending was quite a surprise.,Positive
slow at first but totally suspenseful to the very end. glad i stuck through to find out an ending that you can't possibly have imagined,Positive
"but i was expecting something more the pace of around the world in 80 days, and this dragged in spots. i ended up skipping a lot of parts where they were making things, and was a little incredulous how easily everything came to them and all they were able to accomplish.",Positive
"the complexity of detail in this story amazes me, especially since it is not a recently published story and was hard to put down!",Negative
this book was interesting and fun to read. the characters were interesting and made the book better. a great read for downtime.,Positive
"an excellent read, extremely descriptive. you almost feel as though you are one of the characters. this is the first novel that i have read by jules verne and will not hesitate to read further stories by him,no matter how far fetched they may have seemed when he first penned them.if you enjoy a bit of fantasizing i would have no problems in recommending that you purchase ,sit back and enjoy.",Positive
i can't get enough of this type of literature. i am  56 years old this is something that i will keep doing for a long time. maybe these old stories are something we all should get back to,Positive
"what can be said about this book... is there any one who have never read it?it is good read, nice adventure, a bit old style.",Positive
"this is jules verne's attempt at writing a robinson crusoe / swiss family robinson castaway story, with the twist that the five castaways crash-land a balloon and thus come to the island with almost nothing -- unlike crusoe or the swiss family, the castaways here don't have a boat-full of resources, tools, etc., to fall back on, and have to make *everything* themselves, from the ground up, armed only with their knowledge of science and engineering. since it always seemed to me that crusoe and the swiss family cheated a bit by bringing so many tools and so forth along with themselves, i really enjoyed the more scientific focus, and this has now replaced swiss family as my answer to the ""what one book would you want with you on a desert island?"" question.parts of the novel drag a bit, but it's a jules verne novel so there's a good story here -- the island has a mysterious unseen inhabitant, also, there are pirates, which is always awesome.the main flaw is that this is based on the 1875 kingston translation, which makes a fair number of edits on verne's original -- for example, it changes some of the protagonists's names and removes some of captain nemo's anti-imperialist, anti-british rhetoric. there's a more accurate translation available for free in the kindle store, so i'd recommend grabbing the accurate version instead (look for the edition where the engineer is named cyrus smith, rather than cyrus harding;  kingston reportedly felt ""smith"" was a ""gypsy name"" and hence unsuitable for a heroic character. you can find that version in the kindle store here:the mysterious island)oh, yeah, captain nemo. this book is in some ways a sequel to verne's _twenty thousand leagues under the seas_, as well as to his _in search of the castaways_. the sequence isn't direct -- really more a case of cameo characters than a direct plot sequel to either book -- but you might want to read those two books first before picking this one up.",Positive
good reading for anyone of any age. it is a book that could be shared with kids of any age from five to ninty five and learn so much from the experience of these time travelers.,Positive
"read it to see non hollywood version of the story. gets a little wordy and over involved in descriptive verse, but is probably typical of its time period.",Negative
"i liked the creative ideas, the making and building of items.  the whole story was great...except for the killing of so many animals.  the book was written at a different time in the history of the world, the language is interesting to read and understand.  to distroy so much when now we need to save out plantet hurts  to read and think about.the book is worth the reading...as is all of this authors books.naturally we would perfer he not kill the leading mystery man and the many life forms.the writer was a genuis.",Positive
this was entertaining. it seems it could have been the inspiration of the tv series lost. so many things are so alike.,Positive
i would recommend if you are trying to tie knots. all of the common knots are in here and some more unusual.,Positive
"i enjoy the outdoors, to include mountain climbing, backpacking and camping, and boating and scuba diving.  my work involves ranching, logging and construction, and transportation.  knowing how to lash something down correctly is a must, so this is one of my references for my endeavors!",Positive
very nice reference.  is helpful if you are looking to learn the best way to make knots and their different applications in real world situations.,Positive
"in his day a. hyatt verrill was mostly known for his adventure and fantasy stories. today verrill is mostly remembered for this little book on knots.knots are one of mankind's oldest inventions and over the millennia we have evolved thousands of them. knots are used by everyone from sailors to brain surgeons to join and hold things together. in this book verrill gathers a few hundred of the most useful knots, shows how to tie them and gives a little bit on their background and uses.the instructions and the accompanying illustrations are clear and at least for the simpler knots makes tying them easy. a wonderful book for everyone from scouts to sailors to armchair browsing.",Positive
"i picked this book up because it was free,and i wanted it for reference material. i already know how to tie a large portion of the knots in this book. my biggest problem with this book is that a lot of the pictures didn't load or wouldn't load. since you can read how to tie a knot it is not to terrible a problem if you know how to tie knots. but someone who doesn't or is a beginner will have problems. all in all it is a good book and is very informative.",Positive
